Artist_Accession_Number,Name,DOB,DOD,Gender,Notes,File,Slides,Video(s),Resume/Vita,Artist_Statement,Gallery_Notice,Review,Article,Poster,Folio,CD-ROM,Correspondance,Library_Exhibit,,
8617,"Tolchinsky, Debra",NULL,NULL,F,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
11657,"Toles, Mary Jo",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8623,"Tomescu, Titus",1966,NULL,M,Born in Romania. VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,1,0,,
8619,"Tolpo, Carl Axel Alexander",1901,NULL,M,WPA Artist,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9029,"Tom, Chip",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8620,"Tomanek, Joseph",1889,NULL,M,WPA Artist,1,0,0,0,0,1,0,1,0,0,0,1,0,,
8951,"Tomaras, Mark",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8877,"Tomaso, Julie",NULL,NULL,F,see Real People Exhibit,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9879,"Tomes, T.L.",NULL,NULL,NULL,"ARC Gallery: July 2 - August 3, 1985",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8625,"Tomlinson, Florence Kidder",1896,1979,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10235,"Tomlinson, Nevin",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8572,"Tompson, Floyd Leslie",1899,1965,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8626,"Tonelli, Sirio",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8628,"Topchevsky, Alex",NULL,1999,M,Brother of Chicago artist Morris Topchevsky,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8637,"Torluemke, Thomas J.",1959,NULL,M,"Near Northwest Arts Council Gallery: May 4 - June 30,1990",1,0,0,0,0,1,0,1,0,0,0,0,0,,
8629,"Topchevsky, Morris",1899,1947,NULL,"Born in Bialistok, Poland. Brother of Chicago artist Alexei Topchevsky. WPA Artist; Hull House?",1,0,0,1,0,1,0,1,0,0,0,0,0,,
11526,"Topcuoglu, Nazif",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8630,"Topelmann, Karsten",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8631,"Topp, Alex",1911,NULL,M,WPA Artist,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8632,"Topping, James",1879,1948,M,Born in England,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8633,"Toreeva, Natalia G.",1941,NULL,F,"VPA Slide Collection; Oversize Drawer; Born in Russia; 886 Waco Drive, Carol Stream, IL 60188; toreeva@yahoo.com; 630-231-4065;",1,1,0,1,1,1,0,1,1,0,0,1,0,,
8634,"Torgerson, Axel William",1833,1890,M,"Born in Stockholm, Sweden",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8636,"Toribio, Ares (Alicia)",NULL,NULL,F,Born in Cuba. VPA Slide Collection,1,1,0,0,0,1,0,1,0,0,0,0,0,,
8638,"Torn, Jerry",1933,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8639,"Toro, Susana",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8640,"Torres, Jesus",NULL,NULL,M,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,,
8646,"Towns, Darnell",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8332,"Wolf, Clair",NULL,NULL,F,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
8649,"Townsend, Renee",NULL,1998,F,Member: Sapphires & Crystals - Percent for Art at Thurgood Marshall Branch - relief mural,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8650,"Tracey, Brenda",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9037,"Torres, Regina M.",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10373,"Torres, Rosy",NULL,NULL,F,Exhibit South Chicago Branch Sep/Oct 2010,1,0,0,1,1,1,0,0,0,0,0,0,1,,
8641,"Torrey, Fred M.",1884,1967,M,Married to Chicago artist Mabel Torrey,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8642,"Torrey, Mabel Landrum",1886,1974,F,Married to Chicago artist Fred Torrey,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10813,"Tortolero, Carlos",NULL,NULL,M,Founding director National Musuem of Mexican Art,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9038,"Tortorella, Jill Grau",NULL,NULL,F,Tile art,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8643,"Torzecki, Tadeusz",1955,NULL,M,Born in Poland,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8644,"Touhy, Mary Kay",NULL,NULL,F,Gallery owner,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8652,"Trahanatzis, Stathis",NULL,NULL,M,"Born in Caesariani, Athens. 1969 officially recognized as an iconographer by the Greek Orthodox Church",1,0,0,1,1,1,0,0,0,0,0,0,0,,
8653,"Tranberg, Dan",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8654,"Trankina, Frank",NULL,NULL,M,NULL,1,1,0,0,0,1,0,0,0,0,0,0,0,,
8656,"Trausch, Thomas V.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10843,"Antongiorgi, Sandra Ivelisse",1971,NULL,F,CD-ROM,1,0,0,1,1,1,0,1,0,0,1,0,0,,
8657,"Trautmann, George A.",NULL,NULL,M,lamps,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9340,"Travers, Gretchen",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10479,Travis,1946,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8658,"Travis, David",NULL,NULL,M,VPA Slide Collection (+ cassette),1,1,0,0,0,0,0,1,0,0,0,0,0,,
8659,"Travis, Louis",NULL,NULL,M,VPA Slide Collection,1,1,0,0,0,1,0,0,0,0,0,1,0,,
11203,Traz,NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8660,"Trebilcock, Paul",1902,NULL,M,"Born in Chicago, IL",1,0,0,0,0,1,0,1,0,0,0,0,0,,
8663,Tree Studios,NULL,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8661,"Tree, Phoebe",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10246,"Trejo, Mario",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8665,"Trembley, Gwynedd",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8666,"Tremonto, Roxie",NULL,NULL,F,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
8667,"Trentham, Barbara",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
193,"Appel, Robert J. A.",NULL,NULL,M,VPA slide collection.  Member of No-Jury Movement; CD-ROM,1,1,0,1,0,1,0,1,0,0,1,1,0,,
10490,"Trepp, Selina",1973,NULL,F,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
11902,"Arceo, Jose",NULL,NULL,NULL,"CD-ROM ""Work Samples2012""",1,0,0,1,1,0,0,0,0,0,1,0,0,,
11394,"Banning, Michael",1966,NULL,M,CPL exhibit 2014; CD-ROM,1,0,0,1,1,0,0,0,0,0,1,1,1,,
10338,"Trishyna, Veronica",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8668,"Trissel, Jim",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8669,"Trobe, Carol",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9827,"Tropea, Michael",NULL,NULL,M,"Artemisia Gallery: January 8-30, 1982",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8671,"Troubina, Valeria",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11901,"Batta, Philipp",1986,NULL,M,CD-ROM- CAAP 2012,1,0,0,1,1,0,0,0,0,0,1,1,0,,
8673,"Truckenbrod, Joan",1945,NULL,F,"ARC Gallery: September 2-27, 1997",1,0,0,1,0,1,0,1,0,0,0,0,0,,
8674,"Trueblood, Blair",NULL,NULL,F,VPA Slide Collection; see Fine Arts Building,1,1,0,1,1,0,0,0,0,0,0,1,0,,
8675,"Truett, Charles",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8676,"Trull, Peggy",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8677,"Truman, Elizabeth",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8678,"Trumbel, David",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9437,"Trumbull, Edward",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9191,"Chester, Alicia",NULL,NULL,F,"DVD ""Open Book / Sounding Board""  DVD443 - CD-ROM "" caap 2007""",1,0,1,1,1,0,0,0,0,0,1,0,0,,
8679,"Trump, Aileen Edythe",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8680,"Tryba, John",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8681,"Trzuskowski, John F.",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9420,"Tsao, Alfred Li",NULL,NULL,M,CPL exhibit 2009;,1,0,0,0,0,1,0,0,0,0,0,0,1,,
9015,"Tschannen, Cathy",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9039,"Tschur, Micki",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8682,"Tubay, Maria",NULL,NULL,F,"Cows on Parade, 1999",1,0,0,0,0,0,0,1,0,0,0,0,0,,
8683,"Tuch, Barbara",1932,NULL,F,"Art Educator (Head of art instruction for the Niles, IL P.S. system)\nSenior Artists Network",1,0,0,1,0,0,0,1,0,0,0,0,0,,
11046,"Tucholke, Christel-Anthony",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8684,"Tuchynsky, Jacek",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8950,"Tucker, Eric",1974,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8686,"Tuckman, Larry S.",1959,NULL,M,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
10535,"Tuckwell, Liz",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8687,"Tulach, Dawn Lyriel",NULL,NULL,F,VPA Slide Collection only,1,1,0,0,0,0,0,0,0,0,0,0,0,,
8688,"Tully, Robert",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8690,"Tuohey, Michelle",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8689,"Tuohy, Irena Frydrych",1938,2002,F,Born in Poland,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8692,"Turbyfill, Mark",1886,1990,NULL,Playwright and poet; Dancing,1,0,0,1,0,1,0,1,0,0,0,1,0,,
8693,"Turchan, Carol",NULL,NULL,F,"VPA Slide Collection; Artemisia Gallery;\nArtemisia Gallery: June 8 - July 28, 1984",1,1,0,0,0,1,0,0,0,0,0,0,0,,
8694,"Turiel, Alwin",NULL,NULL,F,Born in Oregon. Female,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8695,"Turk, Beth",1940,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9783,"Turner, Robert E. Jr.",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8696,"Turner, Allen and Lynn",NULL,NULL,NULL,Art Collectors,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8698,"Turner, Bobby Lee",1922,NULL,M,Father of Beatrice K. Turner and Phillip J. Turner - commission for Englewood Senior Satelite Center,1,0,0,1,1,1,0,0,0,0,0,0,0,,
9781,"Turner, Robert L. Sr.",NULL,2011,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10755,"Turner, Brooks",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8699,"Turner, George",NULL,NULL,M,VPA Slide Collection,1,1,0,1,1,0,0,0,0,0,0,0,0,,
8700,"Turner, Jack",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8701,"Turner, Jeramy",NULL,NULL,M,VPA Video Collection: A.R.C. Gallery,1,0,1,0,0,0,0,0,0,0,0,0,0,,
9782,"Turner, Josephine Curtis",1930,1989,F,Mother of Phillip J. Turner,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9821,"Turner, Latosha",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",0,0,0,0,0,0,0,0,0,0,0,0,0,,
9822,"Turner, Monica",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8703,"Turner, Nina",1932,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11047,"Turner, Steven J.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9040,"Turner, Tim",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8705,"Turow, Annette",NULL,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8706,"Turtle, Arnold E.",1892,1954,M,Born in England. WPA Artist,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8707,"Turzak, Charles",1899,1986,M,WPA Artist; Century of Progress Artist,1,0,0,1,0,1,0,1,0,0,0,0,0,,
10530,"Tuteur, M.",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8708,"Tweedle, John",1936,1981,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
10273,"Twilling, Paula",NULL,NULL,F,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,,
8710,"Tyler, Alice Kellogg",1866,1900,F,Teacher (AIC),1,0,0,0,0,1,0,0,0,0,0,0,0,,
8711,"Tyler, Ami",1969,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8712,"Tyler, Ann",NULL,NULL,F,Artemisia Gallery,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8713,"Tyler, Anna McCullough",NULL,NULL,F,"Married to Alfred Tyler, mother of Ami Tyler. Member of Sapphires and Crystals",1,0,0,1,0,1,0,1,0,0,0,0,0,,
8714,"Tyler, Carolyn Dow",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11939,"Tyler, Dianna",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8715,"Tyler, Robert Crump",NULL,NULL,M,WPA Artist - aka Robert T. Crump,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8716,"Tyler, Scott (""Dread"" Scott)",NULL,NULL,M,"Also known as ""Dread"" Scott. Texts. American flag exhibit controversy",1,0,0,0,0,1,0,1,0,0,0,0,0,,
8717,"Tyska, Diane",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
10174,"Tyson, Elizabeth",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8718,"Tyson-Moore, Carlin",NULL,NULL,M,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
8719,"Tysver, Chaty",NULL,NULL,F,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
8720,"Tysver, Peg",NULL,NULL,F,Teacher,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12978,Chicago Design Factory,NULL,NULL,NULL,"CD-ROM ""CTA Proposal 2007""",1,0,0,0,0,0,0,0,0,0,1,0,0,,
8731,"Uihlein, Kaycee (Kathryn)",1944,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8723,"Ubaldi (or Umbaldi), Mario Camelo",1912,NULL,M,sculptor specializing in terra cotta; sculpture-stone; WPA artist,1,0,0,1,0,1,0,1,0,0,0,0,0,,
8725,"Ueberwasser, Karen",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12979,Chicato Street Studio,NULL,NULL,NULL,"CD-ROM ""Street Studio Project .org""",1,0,0,0,0,0,0,0,0,0,1,0,0,,
8728,"Ugorski, Walter",1933,1987,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8729,"Uhl, Earl",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8730,"Uhl, Jerome Phillips",NULL,NULL,M,portrait painting; opera singer,1,0,0,0,0,0,0,1,0,0,0,0,0,,
1530,"Croteau, Mary Ellen",1950,NULL,F,VPA Video Collection: A.R.C. Gallery; Women's Caucus for Art; born in Chicago; Artemisia Gallery; CPL exhibit 2015 - CD-ROM,1,1,1,1,0,1,0,1,0,1,1,1,1,,
9088,"Ulan, Jan",NULL,NULL,F,"Homewood, IL; Chicago Artists' Coalition",1,1,0,1,0,0,0,0,0,0,0,0,0,,
12531,"Couve, Lori",NULL,NULL,F,Little City Foundation - CD-ROM,1,1,0,1,0,1,0,0,0,0,1,1,0,,
9406,"Ullrich, Albert H.",NULL,1951,M,President of Lord's Department Store,1,0,0,0,0,1,0,1,0,0,0,0,0,,
9180,"Ulrich, Brian",NULL,NULL,M,NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,,
8733,"Ulrich, Vic",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8734,"Umlauf, Charles",1911,NULL,M,stone sculpture; WPA artist;,1,0,0,1,0,1,0,1,0,0,0,0,0,,
11201,UNEEK,NULL,NULL,M,AKA William Weyna,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11823,Union League Club of Chicago,NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8736,"Unsworth, Jean Morman",NULL,NULL,F,VPA slide collection,1,1,0,0,0,1,0,0,0,0,0,0,0,,
8738,"Unzicker, Elaine",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8739,"Unzicker, Sue",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11111,"Uphues, Chris",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8741,"Urasky, Robert J.",NULL,NULL,M,art educator,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8742,"Urba, Alexas",1943,1989,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8743,"Urban, Anne",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8744,"Urban, Mychajlo",1928,NULL,M,Ukraine,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8745,"Urbaszewski, John",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8724,"Urben, Carol",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8746,"Uribe, Luis Fernando",1950,NULL,M,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
10086,"Uribe, Vincent",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
10057,"Urry, Janis",NULL,NULL,F,WPA Gallery of Environmental Art,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8747,"Urry, Steven Jay",1939,1993,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8748,"Ursitti, Louis",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11887,"Damasauskas, Melissa",NULL,NULL,F,CD-ROM,1,0,0,0,1,0,0,0,0,0,1,0,0,,
8750,"Ursulescu, Michael",1913,NULL,M,Yugoslavia; WPA Artist,1,0,0,1,0,0,0,0,0,0,0,0,0,,
1651,"Dean, Jan",NULL,NULL,F,CD-ROM,1,0,0,1,0,1,0,0,0,0,1,0,0,,
10883,"Dunda, Jason",1972,NULL,M,CD-ROM,1,0,0,1,1,1,0,0,0,0,1,0,0,,
11886,"Elaloussi, Mounir",NULL,NULL,M,"CD-ROM ""caap 2012""",1,0,0,1,1,1,0,0,0,0,1,0,0,,
4268,"Kunz, Anna",NULL,NULL,F,CD-ROM,1,1,0,1,1,1,0,1,0,0,1,1,0,,
11369,"Kunz, Judy",NULL,NULL,F,CD-ROM,1,0,0,0,0,0,0,0,0,0,1,0,0,,
8751,"Utter, Ross",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8752,"Vaca, Santiago",NULL,NULL,M,"Born in Quito, Ecuador",1,0,0,1,0,1,0,1,0,0,0,0,0,,
9452,"Vaccaro, Bill",NULL,NULL,M,Works at CPL. VPA exhibit 2009.,1,0,0,0,0,1,0,0,0,0,0,1,1,,
8762,"Valerio, James",1938,NULL,M,Collection of the Urban League of Chicago; www.askart.com; www.artnet.com,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8763,"Valeska, Adolfas",1905,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8764,"Valfer, Fern",1949,NULL,F,VPA Slide Collection,1,1,0,0,0,1,0,1,0,0,0,1,0,,
9193,"Valiant, Seonaid",NULL,NULL,F,NULL,1,0,0,1,1,0,0,1,0,0,0,0,0,,
8754,"Vagnieres, Dorothy",1934,NULL,F,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,0,0,,
8756,"Vail, Frances",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8757,"Vail, James",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8758,"Valadez, Roberto",1962,NULL,M,NULL,1,0,0,1,0,0,0,1,0,0,0,0,0,,
12158,"Valdes, Zoraida",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8760,"Valenta, Helen",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8761,"Valentine, Kevin",1957,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10406,"Valera, Paola Andrea",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8766,"Valonis, Edmund J.",1922,NULL,M,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
8767,"Valverde, Georgina",NULL,NULL,F,"Bodybuilder & Sportsman Gallery: July 27- September 1, 2001",1,0,0,0,0,1,0,0,0,0,0,0,0,,
11288,"Van Acker, Alyce",NULL,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8768,"Van Amerongen, John",NULL,NULL,M,"ARC Gallery: September 7 - October 20, 1984",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8769,"Van Bork, Bert",1928,NULL,M,Germany,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8770,"Van Breeman, Johanna",1868,1955,F,(Mrs. Arend Wickerts); Born in Holland; Mother of Gwen Lux; See NYPL Artists File V25/C1 (obit),0,0,0,0,0,0,0,0,0,0,0,0,0,,
8771,"Van Cleve, Barbara",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8772,"Van Court, Franklin",NULL,NULL,M,WPA Artist; Century of Progress artist,1,0,0,0,0,0,0,1,0,0,0,1,0,,
8773,"Van Den Berghen, Albert",1850,1921,M,Worked with Frank Lloyd Wright,1,0,0,1,0,0,0,0,0,0,0,0,0,,
10828,"Van Eck, Tricia",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8779,"Van Eynde, Tom",NULL,NULL,M,"Artemisia Gallery: January 8-30, 1982",1,0,0,0,0,1,0,1,0,0,0,0,0,,
12029,"Van Gilder, Charles",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8780,"Van Gould, Peter",NULL,NULL,M,VPA slide collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
10725,"Van Heck, Kyle",NULL,NULL,M,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
9478,"Van Horn, Damian",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8781,"Van Housen, Thomas",1954,NULL,M,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
8782,"Van Inwegen, Bruce",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8783,"Van Kanegan, Nancy",NULL,NULL,F,NULL,1,1,0,1,1,1,0,1,0,0,0,0,0,,
8784,"Van Pappelendam, Laura",1883,1974,F,"Donnelson, Iowa; VPA slide collection",1,1,0,1,0,1,0,1,0,0,0,1,0,,
8785,"Van Ryn, Agnes Potter",NULL,NULL,F,illustration only,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11048,"Van Vlack, Eileen",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8787,"Van Wagner, Mark",NULL,NULL,M,panoramic reliefs,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9603,"Van Wieren, Heidi",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8788,"Van Young, Oscar",1906,1935,M,"Born Vienna, Austria; Jewish",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8789,"Van Zandt, Edward",1927,NULL,M,Born in Chicago?,1,0,0,0,0,1,0,1,0,0,0,0,0,,
9349,"Vander Mey, Sandra",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8776,"Vanderpoel, John H.",1857,1911,M,Holland; Handicapped; World's Columbian Exposition,1,0,0,1,0,1,0,1,0,0,0,0,0,,
8777,"Vanderpoel, Matilda",NULL,1950,F,"Born in Haarlem, Holland",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8778,"Vanderslice, Claire",NULL,NULL,F,"2139 N. Hoyne, Chicago, IL 60647, 384-7090; slide collection",1,1,0,0,1,0,0,0,0,0,0,0,0,,
10910,"Vanderstappen, Joe",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8790,"Vann, Loli",1913,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10334,"Vanoudenhove, Bruno",NULL,NULL,M,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,,
9830,"Vansyoc, Jere",NULL,NULL,M,"Artemisia Gallery: February 2-26, 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,,
8791,"Varela, Benjamin",1955,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
8792,"Varga Crowley, Catherine",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8793,"Vargas Velez, Luis A.",NULL,NULL,M,Born in Puerto Rico; VPA slide collection,1,1,0,1,1,1,0,1,0,0,0,0,0,,
8795,"Varj, Shanoor",1949,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9639,"Varndell, Edward",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
