Call_Number,Title,Last_Name,First_Name,Year
"TR647.D48 1989","Stephen Deutch, photographer : from Paris to Chicago, 1932-1989","Deutch","Stephen","1989"
"TR647.D84 1992","Mikes missing : a search","Duignan","Jim","1992"
"TR647.D86 1991","Jeanne Dunning : bodies of work","Dunning","Jeanne","1991"
"TR647.H4432 1999","Robert Heinecken : photographist","Heinecken","Robert","1999"
"TR647.I84 1999","Yasuhiro Ishimoto  : a tale of two cities","Ishimoto","Yasuhiro","1999"
"TR647.J33 2000","Or water is","Jachna","Joseph D.","2000"
"TR647.J667 1999","Kenneth Josephson : a retrospective","Josephson","Kenneth","1999"
"TR647.J67 1983","Kenneth Josephson, Museum of Contemporary Art, Chicago, March 26-May 22, 1983","Josephson","Kenneth","1983"
"TR647.K615 1998","Mary Koga : photographs","Koga","Mary","1989"
"TR647.K825 1999","Generations : a documentary of Ukrainians in Chicago","Kuchma","Lialia","1999"
"TR647.L43 1984","Nathan Lerner, fifty years of photographic inquiry : an exhibition at the Chicago Public Library Cultural Center, October 13-December 29, 1984","Burkhart","Kenneth C.","1984"
"TR647.L43A5","Nathan Lerner : photographs, 1935-1945","Lerner","Nathan","1976"
"TR647.N448 1999","Newman & Ishimoto : reunion in Chicago : photographs from 1949-52 : 30 April-12 June 99","Newman","Marvin E.","1999"
"TR647.R73 1989","Holly Roberts","Roberts","Holly","1989"
"TR647.S54 1979","Aaron Siskind : photographs, 1932-1978","Siskind","Aaron","1979"
"TR647.T46M544 1993","Within this garden : photographs by Ruth Thorne-Thomsen","Miller"," Denise","1993"
"TR650.C19","Harry Callahan","Callahan","Harry M.","1967"
"TR650.K45","Photographs","Kezys","Algimantas","1966"
"TR650.T78 1973","The woman's eye","Tucker","Anne","1973"
"TR653.N48M63 1993","The new Bauhaus, School of Design in Chicago : photographs 1937-1944","Moholy-Nagy","Lászl","1993"
"TR654.C3 1976","Callahan","Callahan","Harry","1976"
"TR654.C322","Harry Callahan, color, 1941-1980","Callahan","Harry","1980"
"TR654.C3223 1999","Callahan","Callahan","Harry","1999"
"TR654.K456 1988","Cityscapes","Kezys","Algimantas","1988"
"TR654.K457","Form and content : photographs","Kezys","Algimantas","1972"
"TR654.L356 1986","Latent images : ten Midwestern photographers","","","1986"
"TR654.M3232 2000","Journeys","Mahtesian","John","2000"
"TR654.T95 1997","Twenty-Five and Under / Photographers","George","Alice Rose","1997"
"TR655.P485 2012","Collect Contemporary Photography","Phillips","Jocelyn","2012"
"TR655.P48813 2008","PHOTOart: Photography in the 21st Century","","","2008"
"TR656.5.R63 2000","Faces","Robert","Francois","2000"
"TR657.S35","Photography for artists and craftsmen","Schmid","Claus Peter","1975"
"TR660.5.L39 1993","Intimate landscape","Lazar","Arthur","1993"
"TR660.K49 1986","Nature, forms and forces : photographs from our national, state, and local parks","Kezys","Algimantas","1986"
"TR680.B48 1995","Dawoud Bey : portraits 1975-1995","Bey","Darwoud","1995"
"TR680.O538 2006","One of a Kind: Portraits from the LaSalle Bank Photography Collection","","","2006"
"TR681.H65G37 1997","Lookers : Gaskins collection","Gaskins","Terry","1997"
"TR681.M4 W64","Women Photograph Men","Hayes","Dannielle B.","1977"
"TR681.M4 W65","Women See Men","Kalmus","Yvonne","1977"
"TR681.M69H38 1991","Road pirates : photographs","Hauser","Marc","1991"
"TR681.P76H38 1999","Images from within : portraits of people confronting mental illness","Hauser","Marc","1999"
"TR706.P56 1985","Industrial landscape","Plowden","David","1985"
"TR810.S53 2007","To Fly: Contemporary Aerial Photography","Sichel","Kim","2007"
"TR820.5.B753 2006","Where We Live: Photographs of America from the Berman Collection","Keller","Judith","2006"
"TR820.5.H69 1995","How to create a photo essay","","","1995"
"TR847.5.S64 1993","Special effects and stunts guide","","","1993"
"TR886.9.G73 1995","Richard Greenberg : an exhibition organized by the School of Art and Design…","Greenberg","Richard","1995"
"TS149.W33","Shaping America's Products","Wallance","Don","1956"
"TT199.7.H357 1950","Wood carvings","Hallsthammar","Carl","1950"
"TT212.A14 2005","500 Brooches: Inspiring Adornments for the Body","","","2005"
"TT212.A15 2006","500 Necklaces: Contemporary Interpretations of a Timeless Form","","","2006"
"TT699.C76 1993","Crossing boundaries : Susan Doerr, Jesse Sadia, Sheri Simons.  New fiber : five artists…","","","1993"
"TT699.Z44","Claire Zeisler : a retrospective","Zeisler","Claire","1979"
"TT751.B3 1979","Needlework in America : history, designs, and techniques","Bath","Virginia Churchhill","1979"
"TT820.S44 2008","Knitting Art: 150 Innovative Works from 18 Contemporary Artists","Searle","Karen","2008"
"TT835.K4655 2013","Cutting-Edge Art Quilts","Kerr","Mary W.","2013"
"TT840.M4 1985","Macram E: creative design in knotting","Meilach","Dona Z.","1985"
"TT848.M275 1985","Edward F. Worst: Craftsman and Educator","Mahoney","Olivia","1985"
"TT848.R43","The art of weaving","Regensteiner","Else","1983"
"TT848.R443 1983","Weaving sourcebook : ideas and techniques","Regensteiner","Else","1983"
"TT848.W533 1997","Else Regensteiner : biography of a weaver","Wilson","Sadye Tune","1997"
"TT860.S89 2013","Suzanne Golden Presents Interviews with 36 Artists Who Innovate with Beads","Golden","Suzanne","2013"
"TT910.B67 1972","Making collages","Borja","Corinne","1972"
"TT972.T39 2014","Glaze: the Ultimate Ceramic Artist's Guide to Glaze and Color","Taylor","Brian","2014"
"Z271.3.B65C69 2011","Cover Stories: : the Art of the Book Jacket","","","2011"
"Z5956.A47D38","Black artists in the United States : an annotated bibliography of books, articles, and dissertations on Black artists, 1779-1979","Davis","Lenwood G.","1980"
"Z5956.A47I38","250 years of Afro-American art : an annotated bibliography","Igoe","Lynn","1981"
"Z5961.C45B59 1991","Art-related archival materials in the Chicago area","Blum","Betty","1991"
"Z7963.A75W65 1990","Women artists in the United States : a selective bibliography and resource guide on the fine and decorative arts, 1750-1986","Chiarmonte","Paula L.","1990"
"N6512.5.I56N38 1997","Navigating Spaces: Installations","","","1997"
"N6512.L48x","Let the Work Speak for Itself","","","1990"
"N8354.C49 1998","CWCA 25: Then & Now","","","1998"
"N6512.7.L58 2005","Living Artists: Includes 3D Images","Sundell","Ivy","2005"
"N6535.A88A8 1989","Area Invitiational: 1989 Art Exhibition at Aurora University","","","1989"
"N6535.A88A8 1998","Area Invitiational: 1998 Art Exhibition at Aurora University","","","1998"
"ND212.N3678 2003 no. 47","New American Paintings Number 47","","","2003"
"ND212.N3678 2007 no. 71","New American Paintings Number 71","","","2007"
"NC108.D67 1990","Drawing and Small Sculpture Show (36th Annual)","Ball State University","","1990"
"ND237.D48A4 1998","Tabula Non Rasa: Dan Devening, Brian Sikes, Amy Yoes","College of Dupage","","1998"
"N6535.C5B556 2000","Blink: Interventions in the Salon","Northern Illinois University Art Museum","","2000"
"N6512.7.S35 2010","Sculpture Invasion","Oakton Community College","","2010"
"ND2422.K37 2005","Karkhana: A Contemporary Collaboration","Nasar","Hammad","2005"
"NC1806.45.L664 2015","Look at Me! New Poster Design","Shaoqiang","Wang","2015"
"ND2238.W44 1990","Lee Weiss: Watercolors III","","","1990"
"ND1808.A1F67 1976","40 Watercolorists and How They Work","Meyer","Susan E.","1976"
"ND1807.A647","American Watercolors 1850-1972","","","1972"
"ND1605.P34 2005","Paint on Metal: Modern and Contemporary Explorations and Discoveries","Tucson Museum of Art","","2005"
"ND1731.N5 2005","American Watercolor Society 138th International Exhibition","","","2005"
"ND1731.N5 2009","American Watercolor Society 142nd International Exhibition","","","2009"
"ND1460.A7A77 1983","The Artist's Studio in American Painting 1840-1983","Gregg","Richard N.","1983"
"ND1451.6.V5 1989","Views from Within: Contemporary Views of the Figure Within an Interior","Illinois State Musuem","","1989"
"ND1392.6.C37 1983","American Still Life 1945-1983","Cathcart","Linda L.","1983"
"ND1382.6.V36 1982","Wildlife Artists at Work","Van Gelder","Patricia","1982"
"N6537.O393A4 2009","Nnenna Okore of Earth: Barks and Topography","Okore","Nnenna","2009"
"NX512.3.A35L57 1997","The Literacy Impulse: Sapphire & Crystals 10th Anniversary Exhibition","","","1997"
"NB222.M52 1998","Midwestern Sculpture Exhibition: South Bend Regional Museum of Art","","","1998"
"N6512.7.H83 2004","Hubris - Hyde Park Art Center - May 2-June12, 2004","","","2004"
"NB235.C65C65 2006","Columbus Indiana Public Sculpture Invitational 2006","","","2006"
"N8354.S44 1993","Seeing With the Inner Eye","Grant-Preston","Felecia","1993"
"N6655.M14 1985","Panorama da Arte Atual Brasileira: Formas Tridimensionais","","","1985"
"NB198.R57 1996","Riverfront Sculpture Walk '96","","","1996"
"N7188.6.B85 2011","Bulgarian Artists Abroad - Chicago","","","2011"
"N6538.N5B526 2009","Black Creativity: Juried Art Exhibition Reception Januaury 14, 2009","Museum of Science & Industry","","2009"
"ND1351.5.I4L3","Illinois Landscape Art: 1830-1975","","","1976"
"ND1351.5.A77 1973","The American Landscape","Arts Club of Chicago","","1973"
"ND1351.C9 1982","The American Landscape Tradition: A Study and Gallery of Paintings","Czestochowski","Joseph S.","1982"
"ND1351.5.P36 1997","Paintings of California","","","1997"
"ND1351.6.M48 1991","The Landscape in Twentieth-Century American Art","Metropolitan Museum of Art","","1991"
"ND1292.T83 1979","20 Figure Painters and How They Work","Meyer","Susan","1979"
"ND1292.S74","American Figure Painting 1950-1980","Styron","Thomas W.","1980"
"ND1290.7.C87 2003","Curve: The Female Nude Now","Ebony","David","2003"
"ND1290.R3 2003","Re:Figure","College of Dupage","","2003"
"NB198.S44 1997","Yvette Smith and Alice Hargrave: Sculptures and Photographs","Safety-Kleen Gallery One","Elgin Community College","1997"
"NK8812.A1P723 2000","The Practiced Hand: Surface Design and Textiles","South Bend Regional Museum of Art","","2000"
"N6498.F54C76 2009","Crossing Threads Crossing Boundaries","NIU Art Museum","","2009"
"ND237.C272A4 2010","Steven Carrelli and Louise Lebourgeois","PackerSchopf Gallery","","2010"
"N7630.B312 2012","Every Woman Wears Many Masks","Baker","Beverly","2012"
"N6538.N5P384 2018","Abstract and All That: Selected Works from the Paul R. Jones Collection","Mechanical Hall Galleries","University of Delaware","2018"
"NB235.C45L3 2008","Lakefront Sculpture Exhibit: Lakeview Lincoln Park","","","2008"
"NB235.C45L3 2009","Lakefront Sculpture Exhibit: Lakeview Lincoln Park","","","2009"
"NB235.C45L3 2011","Lakefront Sculpture Exhibit: Lakeview Lincoln Park","","","2011"
"N6512.T72 2002","Transformation, Reformation and Celebration","US Embassy Cotonou, Benin","","2002"
"NK4008.T82 1990","The 28th Ceramic National: Clay, Color, Content","","","1990"
"ND237.F37A4 2000","Anoka Faruqee / Rebecca Shore","Gahlberg Gallery","","2000"
"N6512.R68","A Passionate Perspective: The Francis & June Spiezer Collection of Art","Rockford Art Museum","","2004"
"NB16.K56U55 1988","Sculture Tour 88 89","University of Tennesse, Knoxville","","1988"
"N6494.O87 F67 2009","Florida Outdoor Sculpture Competition","Polk Museum of Art","","2009"
"NC997.A1T8","27 Chicago Designers","","",""
"N6512.R42 2000","Reconfiguring the HEROIC","Artemisia Gallery","","2000"
"N6494.A2P474 2004","Perfect: A Group Exhibition","Chicago Cultural Center","","2004"
"N6490.V43 2002","Abstract Dilemas: The American Abstract Artists","Martin Art Gallery","","2002"
"N3853.T5A4 1991","Lewitt - Tinguely - Pert: Counterbalance","Bechtler Gallery","","1991"
"N6494.S8E96 2000","The Exquisite Corpse","Printworks Gallery","","2000"
"N6538.A83M36 2004","Honoring Tradition: Perspective of Three Asian-American Artists","Ball State University Musuem of Art","","2004"
"N7629.I4H48 2004","Feminine Eye","Heuser Art Center Gallery","Bradley University","2004"
"N6525.E48 1998","New Art of the West 6","Eiteljorg Museum","","1998"
"N6488.G3W55 1999","Expressions Toward the End of the millennium","William A. Koehline Gallery","Oakton Community College","1999"
"N6512.7.S35 2007","Sculpture Invasion","Oakton Community College","2007",""
"N7433.93.N34 2012","Narrative: Gladys Nilsson, Eleanor Spiess-Ferris, John Pitman Weber","Prairie State College","Christopher Art Gallery","2012"
"N7433.35.E47B52 2006","The BA Second International Biennale for the Artist's Book","","","2006"
"N1.P923 2008","Proximity: The Chicago Issue","","","2008"
"N6538.N5A37 2002","African-American Art: 20th Century Masterworks, IX","Michael Rosenfeld Gallery","","2002"
"NX742.I5N67 1995","The Summer Adventure Day Camp: Tweetie Byrd","TAP Comix","","1995"
"NB235.B66R673 1993-94","Seventh Rosen Outdoor Sculpture Competition and Exhibition","","","1994"
"NE2562.R53 1984","Offset: A Survey of Artists' Books","Richman","Gary","1984"
"NE2304.V66","Tamarind: Suite Fifteen","","","1977"
"NE2272.L6T3","Tamarind: A Renaissance of Lithography","","","1972"
"NE2272.N4M8","Tamarind: Homage to Lithography","","","1969"
"NE855.A45 1997","Contemporary Printmaking in the Northwest","Allan","Lois","1997"
"PS3558.U444B88 1999","Butterfly Effect","Humes","Harry","1999"
"N8845.C4B58 2004","Blue Line: 54th/Cermack Branch","Chicago Transit Authority","","2004"
"NB1278.S53 2000z","Shadows and Echoes","Indiana University Northwest","","2000"
"ND237.W84A4 2012","Christopher Wool","Musee d'art moderne de la ville de paris","","2012"
"N6487.H8C667 2014","Outside the Lines","Contemporary Arts Museum Houston","","2014"
"TF847.C4E44 2018","Elevated: Art and Architecture of the Chicago Transit Authority","","","2018"
"NE508.U65 1985","The Federal Art Project: American Prints from the 1930s","University of Michigan Museum of Art","","1985"
"NE508.W33 1983","The American Artist as Printmaker","Walker","Barry","1983"
"NE508.2.R66 2014","Contemporary American Printmakers","Rooney","E. Ashley","2014"
"NE539.B73A4 2012","Full Spectrum: Prints from the Brandywine Workshop","Langdale","Shirley R.","2012"
"NE539.B73T48 2004","Three Decades of American Printmaking: The Brandywine Workshop Collection","Edmunds","Allan L.","2004"
"N5020.C45C44 1974","The Art Collection of the First Nation Bank of Chicago","","","1974"
"NE508.P38 2005","Paths to the Press: Printmaking and American Women Artists, 1910-1960","Seaton","Elizabeth G.","2005"
"NE508.P647 1984","Point of Departure","Elvhjem Museum of Art","","1984"
"NE508.P74 1991","Pressowrk: The Art of Women Printmakers","Lane Communications Corporate Collection","","1991"
"NE508.R6 1967x","Prints by American Negro Artists","Roelof-Lanner","T.V.","1967"
"NE508.R89 1996","Landfall Press: Twenty-Five Years of Printmaking","Ruzicka","Joseph","1996"
"NE508.S74 1993","Tandem Press: Five Years of Collaboration and Experimentation","Stevens","Andrew","1993"
"N6535.C5A164 1995","Just 5 Good Friends","Bazelkas Museum of Lithuanian Culture","","1995"
"NE508.H58","1st Hawaii National Print Exhibition","Honolulu Academy of Arts","","1971"
"NE508.I55 2014","Ink Paper Politics: WPA Era Printmaking from the Needles Collection","DePaul Art Museum","","2014"
"NE508.K7 1984","Great American Prints 1900-1950","Kraeft","June & Norman","1984"
"NE508.L52 1999","Life of the People: Realist Prints and Drawings from the Ben & Beatrice Goldstein Collection, 1912-1948","Katz","Harry L.","1999"
"ND1500.T86 1978","20 Oil Painters and How They Work","Meyer","Susan","1978"
"NE508.N3 1987","Public and Private: American Prints Today","Walker","Barry","1987"
"N7443.K8 1999","The Artist's Voice: Talks with Seventeen Modern Artists","Hughes","Robert","1999"
"N7570.S38 1959","New Images of Man","Selz","Peter","1959"
"NB237.S68C5","John Storrs (1885-1956): A Retrospective Exhibition of Sculpture","MCA Chicago","","1977"
"NE508.C675 2008","American Prints: From Hopper to Pollock","Coppel","Stephen","2008"
"NE508.D38 2004","American Identities: Twentieth Century Prints from te Nancy Gray Sherrill Class of 1954 Collection","Davis Museum","Wellesly College","2004"
"NE508.F54 1987`","A Graphic Muse: Prints by Contemporary American Women","Field","Richard","1987"
"NE508.E38 1977","Eleven in Seventy Seven","Northern Illinois University","","1977"
"NE505.A647 1991","American Scene Prints from the Tarble Arts Center Collection","Tarble Arts Center","Eastern Illinois University","1991"
"NE508.A68 1989","First Impressions: Early Prints by Forty-six Contemporary Artists","Armstrong","Elizabeth","1989"
"NE508.A77 1983","Artists For Victory","Landau","Ellen G.","1983"
"NE508.B27","30 Years of American Printmaking","Baro","Gene","1977"
"NE490.W94 1996","Thinking Print: Books to Billboards, 1980-95","Wye","Deborah","1996"
"NE10.A5","American Prints Today / 1959","Print Council of America","","1959"
"NE42.L6L22 1995","Los Angeles Printmaking Society: 13th National Exhibition","","","1995"
"NE42.P73R45 1973","Selection III: Contemporary Graphics From the Museum's Collection","Museum of Art","Rhode Island School of Design","1973"
"NE219.I55M2 2001","The Portrait in Print","McHenry County College","","2001"
"NX180.C44W5 1989","What's Wrong with this Picture? Artists Respond to Censorship","Helfand","Glen","1989"
"NA6233.C4M35 1995","McGraw-Hill Building: 520 North Michigan Avenue","Commission on Chicago Landmarks","","1995"
"N8351.A79 1998","Artist's Yellow Pages","Chicago Artists' Coalition","","1998"
"ND2638.C4C45 1978","Guide to Chicago Murals: Yesterday and Today","Chicago Council on Fine Arts","","1978"
"NA735.C4C25 1994","They All Fall Down: Richard Nickel's Struggle to Save America's Architectiure","Cahan","Richard","1994"
"E169.02.P54 1982","An American Chronology: The Photographs of David Plowden","Plowden","Davud","1982"
"E169.04.P569 1997","Imprints: A Retrospective","Plowden","David","1997"
"NB955.43.A75A38 2012","Qazim Arifi","","","2012"
"ND1140.S23 1982","Arthurian Approach","Sahagian","Arthur","1982"
"NK805.O878 1997","Outsider Art: An Exploration of Chicago Collections","Chicago Cultural Center","","1997"
"TR681.F3S57","Skrebsneski Portraits","Skrebneski","Victor","1978"
"TR681.W5S57 2007","Five Beautiful Women","Skrebneski","Victor","2007"
"N6535.B46B4 1991","34th Beloit and Vicinity Exhibition","Beloit College Musuems","","1991"
"E184.J5W88 1998","All Around the House","Wolke","Jay","1998"
"ND237.D86 1986","The Dunes: Transformation as Inspiration","Northern Indiana Arts Assoc.","","1986"
"ND237.Z54A4 1999","Daniel Ziembo: Student Life Series","Community Gallery of Art","College of Lake County","1999"
"ND237.Z83A4 2012","Molly Zuckerman-Hartung: Negative Joy","Corbett v Dempsey","","2012"
"ND237.Z86A4 2014","Molly Zuckerman-Hartung: Violet Fogs Azure Snot","Corbett v Dempsey","","2014"
"ND235.C45K85 2009","Kunst 10 daagse: Art Unites","Chicago Salon","","2009"
"ND237.5.I52 2010","Imagine Everywhere: 4th Annual Art+Design Faculty Exhibition","Columbia College Chicago","","2010"
"ND238.N5B53 2002","Black Romantic","Studio Museum in Harlem","","2002"
"ND237.W616A4 1993","John Wilde: Eros and Thantatos","Madison Art Center","","1993"
"ND237.W645A4 1967","Wilde","Milwaukee Art Center","","1967"
"ND237.W414A4 1967","Landscapes of Man: Paintings","Weiss","Edward H.","1967"
"ND237.W267A4 1996","Peter Waite","Gahlberg Gallery","College of DuPage","1996"
"ND237.W35 1995","Barbara Weil","","","1995"
"ND237.T67A4 2012","Eyewitness: Works by Morris Topchevsky","Koehline Museum of Art","Oakton Community College","2012"
"ND237.U67A42009","upSCALE/DOWNsize: Grand intimate and meticulous works of art 12x12 inches or less","Willard Wankelman Gallery","Bowling Green State University","2009"
"ND237.V292A4 2008","Frank Vavruska: The Horizon is a Circle: Paintings 1942-1956","Corbett v Dempsey","","2008"
"ND237.S914A4 2001","Bruno Surdo","Ann Nathan Gallery","","2001"
"ND237.T52A4 2006","Julie Thecla: Undiscovered Worlds","Depaul University Art Museum","","2006"
"ND237.S68S7","The House of the Singing Winds: The Life and Work of T.C. Steele","Steele","Selma","1966"
"ND237.S7935A4 1992","Fred Stonehouse","Madison Art Center","","1992"
"ND237.S5683A42006","Nicholas Sister & Tom Szewc: Inverse Proportions","College of Lake County","Wright Community Gallery of Ar","2006"
"ND237.S5683A4 1997","100 Paintings: Nicholas Sistler","College of DuPage","Gahlberg Gallery","1997"
"ND237.S4655A4 1999","David Shapiro","Fine Art Society PLC","","1999"
"ND237.S4655A4 2006","David Shapiro","Perimiter Gallery","","2006"
"ND237.S4755A4 2003","Paintings by Paul Sierra","Brauer Museum of Art","Valparaiso University","2003"
"ND237.S53A4 1993","Breast Cancer Journal: Walking With the Ghosts of My Grandmother","Sigler","Hollis","1993"
"ND237.S53A4 1994","Hollis Sigler: The Breast Cancer Journal","Museum of Contemporary Art, Chicago","","1994"
"ND237.S53A4 1998","Paul Sierra: A Cultural Corridor","Latino Museum of History,Art & Culture","","1998"
"ND237.S53A4 2002","Paul Sierra: Symbols and Myths","Wright Community Gallery of Art","College of Lake County","2002"
"ND237.S533A4 2009","Rebecca Shore: AEIOU (and sometimes why)","Corbett","John","2009"
"ND237.S533A4 2012","Rebecca Shore: All In One","Corbett","John","2012"
"ND237.S533A4 2014","Rebecca Shore: Barely Committed to Three Dimensions","Corbett vs. Dempsey","","2014"
"ND237.S54A4 1996","Hollis Sigler: To Deal with the Devil: A Breast Cancer Journal","Arkansas Arts Center","","1996"
"ND237.S54A4 2009","Hollis Sigler: Expect the Unexpected","","","2009"
"ND237.S43487A4 2004","Dream Games: The Art of Robert Schwartz","Landauer","Susan","2004"
"ND237.S32A4 2005","Paul Sarkisian","Sarkisian","Paul","2005"
"ND237.R7225A4 1997","Short Stories Tall Tales","Rosen","Kay","1997"
"ND237.R7244A4 2003","Fresh Glance","Rosofsky","Seymour","2003"
"ND237.R564A4 2002","Gay Riseborough: Dark Times II","Oakton Community College","","2002"
"ND237.R565L68 1989","Louis Ritman: From Chicago to Giverny","Love","Richard H.","1989"
"NB237.R5A4 2006","Deux Americains a Paris: Sculptures de George Rickey et  Kenneth Snelson","Jardins du Palais Royal","","2006"
"ND237.P8133A4 1982","Fairfield Porter: Realist Painter in an Age of Abstraction","Ashbury","John","1982"
"N6530.I4C45 1992","A Celebration of Women: March 3 to 26, 1992","David Adler Cultural Center","4","1992"
"ND237.P75A4 1993","La Primavera: An Artist's View of Spring","Community Gallery of Art","College of Lake County","1993"
"NB235.B66R673 1992-93","Sixth Rosen Outdoor Sculpture Competition and Exhibition","Appalachian State University","","1992"
"NB237.G656A4 2004","Neil Goodman: Sculptures / Lessons & Loops","","","2004"
"NB198.6.K72 2008","Krasl Biennial Sculpture Invitational 2008: Renew React","Krasl Art Center","","2008"
"ND237.P729A4 2003","Don Pollack: A Search for Heroes, Lincoln and the Illinois Landscape","Pollack","Don","2003"
"ND237.P384A4 1994","The Art of Carl William Peters","Love","Richard H.","1994"
"ND237.P384L68 1999","Carl W. Peters: American Scen Painter for Rochester to Rockport","Love","Richard H.","1999"
"ND237.P4N48","Irving Petlin: Rubbings","","","1978"
"ND237.P47235A4 2004","John Phillips: Hot Mix 1979-2004","Postiglione","Corey","2004"
"ND237.P335A41977","John Pearson","Arts Club of Chicago","","1977"
"ND237.P267A4 1926","Edgar Alwin Payne and his Work","Anderson","Anthony","1926"
"ND237.P255A4 1998","Patrick Bedaudier & The Atelier Neo Medici","Community Gallery of Art","College of Lake County","1998"
"ND237.O88A4 2006","What's Here is Everywhere, What's Not Here is Everywhere","Ott","Sabina","2006"
"ND237.N595A4 2001b","Didier Nolet","Lydon Fine Art","","2001"
"ND237.N595A4 2001","Didier Nolet: Full Circle","Kochnline Gallery","Oakton Community College","2001"
"ND237.N595A4 2004","Didier Nolet: Spirit of the Land","Wright Gallery of Art","College of Lake County","2004"
"ND237.N6J6","John W. Norton: American Painter, 1876-1934","Tallmadge","Thomas E.","1935"
"ND237.N38T46 2001","Robert Natkin","Thomas McCormick Gallery","","2001"
"ND237.N3A4 1997","Robert Natkin: A Retrospective 1952-1996","Butler Institute of American Art","","1997"
"ND237.N3A4 2007","Robert Natkin: Color Transcendence; A 50 Year Survey","LewAllen Contemporary","","2007"
"ND237.M85248B56 2001","A Biography of William Moulis 1919-1989","St. Charles Public Library","","2001"
"ND237.M8524A4 2014","Archbald Motley: Jazz Age Modernist","Powell","Richard J.","2014"
"ND237.M8524M66 2004","Archibald J. Motley Jr.","Mooney","Amy M.","2004"
"ND237.M653A6 1976","Space Composition","Mieliulis","Juozas","1976"
"ND237.M745A84 2005","Keith Morrison","Ater","Renee","2005"
"ND237.M464A4 2007","Venus and Iris: Exhibition of New Paintings on Paper by Jame McNeill Mesple","Paperworks Gallery","","2007"
"ND237.M58A4 2012","The Paintings of Joan Mitchell","Livingston","Jane","2012"
"ND237.M58E9","My Five Years in the Country","Mitchell","Joan","1972"
"ND237.M252A4 1990z","Oscar Luis Martinez","","","1990"
"ND237.M293A4 1991x","Recent Work by Elizabeth Murray","Rogers-Lafferty","Sarah","1991"
"ND237.M349A4 1999","Mountais & Islands","Martyl","","1999"
"ND237.M37A58 2004","Antonio Martinez: Paintings 2001-2003","Martinez","Antonio","2004"
"NB16.C48P54 1996","Pier Walk '96","3-D Chicago","","1996"
"ND237.M216C3 1997","Calendar 1997","Women's Board of the Field Museum","","1997"
"ND237.L784A4 2007","Richard Loving: Paintings: 30 Year Review","Evanston Art Center","","2007"
"ND237.L815A4 1997","Tim Lowly","Art Space Seoul","","1997"
"ND237.L825A4 2012","Chicago Brushstrokes: 100 Portraits of an artist's hometown","Luby","Mort","2012"
"ND237.L89A4 2006","Jim Lutes: New Paintings","Valerie Carberry Gallery","","2006"
"ND237.L97A4 2009","Jim Lutes: Paintings and Drawings 1995-2008","University Galleries","Illinois State University","2009"
"ND237.L97A4 2009b","Jim Lutes:","Renaissance Society","University of Chicago","2009"
"ND237.L678A4 2006","Gina Litherland: Recent Paintings","Corbett & Dempsey","","2006"
"ND237.L678A4 2009","Gina Litherland: The Murmur of Pearls","Corbett & Dempsey","","2009"
"ND237.L678A4 2013","Gina Litherland: The Reason for the Unreason","Corbett & Dempsey","","2013"
"ND237.L695A4 2003","Tim Lowly: To Do. To Be.","College of Lake County","","2003"
"ND237.L6994A2 1997","Confessions of a Depression Muralist","Long","Frank A.","1997"
"ND237.L736A4 1984","Robert Lostutter: The Watercolors","Renaissance Society","","1984"
"ND237.L736A4 2012","Robert Lostutter: Garden of Opiates","Corbett & Dempsey","","2012"
"ND237.L5A45","Doris Lee","Lee","Doris","1946"
"ND237.L426A4 2001","Louise LeBourgeois & Steven Carrelli: Looking In, Seeing Big","Wright Community Gallery of Art","College of Lake County","2001"
"ND237.L255S65 2005","Matt Lamb: The Art of Success","Speer","Richard","2005"
"ND237.L255A4 1990","Mat Lamb","Carl Hammer Gallery","","1990"
"ND237.L274N38 2006","Nashville Radio: Art, Words, and Music","Langford","Jon","2006"
"ND237.L277A4 1989","Terence La Noue: Paintings and Prints","Heland Wetterling Gallery","","1989"
"ND237.L277A4 2000","Terence La Noue","Zolla/Lieberman Gallery","","2000"
"ND237.A49A4 2013","Candida Alvarez: mambomountain","Hyde Park Art Center","","2013"
"ND237.A49A4 2012","Candida Alvarez: drawinggreen","Riverside Art Center","","2012"
"N6535.C5S74 2014","From Dark to Light with Humor; The Life and Work of Ellen Roth Deutsch","Stevens","Jane","2014"
"ND237.K59A4 1982","Karl Knaths: Ornament & Glory","Young","Jean & Jim","1982"
"ND237.K59M6","Karl Knaths","Mocsanyi","Paul","1957"
"ND237.K592C98","Dinosaurs, Mammoths and Cavemen: The Art of Charles K. Knight","Czerkas","Sylvia Massey","1982"
"ND237.K695A4 2001","David Kroll: Elements of Nature","","","2001"
"ND237.J77N4","Raymond Jonson: A Retrospective Exhibition","Garman","Ed","1964"
"ND237.J83A4 2003","Roberto Juarez: A Sense of Place","Clearwater","Bonnie","2003"
"ND237.K156A4 2001","Jeffrey Kamberos: New Work","Polanski","Jurek","2001"
"ND237.K27A4 2007","Karena Karras & Bert Menco: Daydreams & Night Dreams","College of Lake County","","2007"
"ND237.K36A4 2000","Edmond Kanwiuscher & Charles Kanwischer: Two Generations of Art","College of Lake County","","2000"
"ND237.K554A4 2005","Medard Klein (1905-2002)","Norton","Richard P.","2005"
"ND237.K5547A4 1998","David Klamen: Index, Icon, Horizon","Richard Gray Gallery","","1998"
"ND237.P373A4 2008","Lorraine Peltz: Excellent Hostess: Selected Painting 1993-2008","South Shore Arts","","2008"
